timestamp,product_category_name,demand
2016-09-04 21:15:19,moveis_decoracao,2
2016-09-05 00:15:34,telefonia,1
2016-09-15 12:16:38,beleza_saude,3
2016-10-02 22:07:52,bebes,1
2016-10-03 09:44:50,relogios_presentes,1
2016-10-03 16:56:50,esporte_lazer,1
2016-10-03 21:01:41,esporte_lazer,1
2016-10-03 21:13:36,esporte_lazer,1
2016-10-03 22:06:03,moveis_decoracao,1
2016-10-03 22:31:31,fashion_calcados,1
2016-10-03 22:44:10,brinquedos,1
2016-10-03 22:51:30,moveis_decoracao,1
2016-10-04 09:16:33,consoles_games,1
2016-10-04 09:59:03,utilidades_domesticas,1
2016-10-04 10:16:04,moveis_decoracao,1
2016-10-04 10:41:17,telefonia_fixa,1
2016-10-04 11:03:14,moveis_decoracao,1
2016-10-04 12:06:11,climatizacao,1
2016-10-04 12:53:17,automotivo,1
2016-10-04 13:02:10,informatica_acessorios,1
2016-10-04 13:11:29,moveis_decoracao,2
2016-10-04 13:15:46,perfumaria,1
2016-10-04 13:15:52,brinquedos,1
2016-10-04 13:16:57,esporte_lazer,1
2016-10-04 13:22:56,moveis_decoracao,1
2016-10-04 13:30:13,beleza_saude,1
2016-10-04 13:38:37,consoles_games,1
2016-10-04 13:40:43,cool_stuff,1
2016-10-04 13:45:08,brinquedos,1
2016-10-04 14:13:22,moveis_decoracao,1
2016-10-04 14:23:50,moveis_decoracao,1
2016-10-04 14:44:33,perfumaria,1
2016-10-04 14:49:13,perfumaria,1
2016-10-04 14:51:15,telefonia,1
2016-10-04 15:02:37,moveis_decoracao,1
2016-10-04 15:02:53,beleza_saude,2
2016-10-04 15:07:21,perfumaria,1
2016-10-04 15:10:15,utilidades_domesticas,1
2016-10-04 15:12:18,brinquedos,1
2016-10-04 15:35:35,beleza_saude,1
2016-10-04 15:44:44,utilidades_domesticas,1
2016-10-04 16:02:18,cool_stuff,1
2016-10-04 16:05:29,moveis_decoracao,1
2016-10-04 16:08:52,perfumaria,1
2016-10-04 16:28:25,beleza_saude,1
2016-10-04 16:40:07,perfumaria,1
2016-10-04 16:41:59,brinquedos,2
2016-10-04 17:08:39,beleza_saude,1
2016-10-04 17:25:09,moveis_decoracao,1
2016-10-04 18:02:37,esporte_lazer,1
2016-10-04 18:07:24,beleza_saude,1
2016-10-04 18:52:56,moveis_escritorio,1
2016-10-04 19:01:13,beleza_saude,1
2016-10-04 19:25:29,consoles_games,1
2016-10-04 19:30:28,telefonia,1
2016-10-04 19:41:52,consoles_games,1
2016-10-04 20:41:45,brinquedos,1
2016-10-04 20:41:55,climatizacao,1
2016-10-04 21:25:32,bebes,1
2016-10-04 21:32:35,beleza_saude,1
2016-10-04 21:35:54,esporte_lazer,1
2016-10-04 21:54:52,informatica_acessorios,1
2016-10-04 22:03:46,moveis_decoracao,2
2016-10-04 22:15:11,beleza_saude,1
2016-10-04 22:33:44,bebes,2
2016-10-04 22:43:33,moveis_decoracao,1
2016-10-04 23:08:08,climatizacao,2
2016-10-04 23:26:51,beleza_saude,1
2016-10-04 23:39:01,ferramentas_jardim,1
2016-10-04 23:45:54,perfumaria,1
2016-10-04 23:59:01,cama_mesa_banho,2
2016-10-04 23:59:01,moveis_decoracao,2
2016-10-05 00:32:31,fashion_roupa_masculina,1
2016-10-05 07:31:49,informatica_acessorios,1
2016-10-05 08:01:47,informatica_acessorios,1
2016-10-05 08:04:21,beleza_saude,1
2016-10-05 08:41:18,brinquedos,1
2016-10-05 08:46:55,industria_comercio_e_negocios,1
2016-10-05 09:19:46,beleza_saude,1
2016-10-05 09:46:43,brinquedos,1
2016-10-05 11:01:40,perfumaria,1
2016-10-05 11:05:52,moveis_escritorio,1
2016-10-05 11:08:46,telefonia_fixa,1
2016-10-05 11:44:41,automotivo,1
2016-10-05 11:54:15,automotivo,1
2016-10-05 12:32:55,perfumaria,1
2016-10-05 12:34:04,perfumaria,1
2016-10-05 12:41:38,market_place,6
2016-10-05 12:44:09,cama_mesa_banho,1
2016-10-05 13:12:43,telefonia,2
2016-10-05 14:16:28,eletronicos,1
2016-10-05 14:36:55,market_place,1
2016-10-05 14:40:44,bebes,1
2016-10-05 14:49:49,telefonia,1
2016-10-05 15:08:00,automotivo,1
2016-10-05 15:17:57,esporte_lazer,1
2016-10-05 16:57:30,beleza_saude,1
2016-10-05 17:09:07,climatizacao,4
2016-10-05 17:11:49,brinquedos,1
2016-10-05 17:14:27,automotivo,1
2016-10-05 17:16:17,brinquedos,1
2016-10-05 17:21:29,bebes,2
2016-10-05 19:09:33,moveis_decoracao,5
2016-10-05 20:09:05,consoles_games,1
2016-10-05 20:20:57,brinquedos,1
2016-10-05 20:20:59,moveis_decoracao,1
2016-10-05 20:36:39,beleza_saude,1
2016-10-05 21:10:56,fashion_roupa_feminina,1
2016-10-05 22:24:40,moveis_decoracao,1
2016-10-05 22:39:46,moveis_decoracao,1
2016-10-05 22:44:13,livros_tecnicos,1
2016-10-05 22:49:57,brinquedos,1
2016-10-05 22:53:45,brinquedos,1
2016-10-05 23:14:34,informatica_acessorios,1
2016-10-06 00:06:17,moveis_decoracao,1
2016-10-06 00:12:47,beleza_saude,1
2016-10-06 02:53:39,moveis_decoracao,1
2016-10-06 07:08:15,beleza_saude,2
2016-10-06 07:53:10,relogios_presentes,1
2016-10-06 08:28:19,automotivo,1
2016-10-06 08:58:04,market_place,2
2016-10-06 09:07:52,informatica_acessorios,1
2016-10-06 09:22:35,perfumaria,1
2016-10-06 09:59:13,cama_mesa_banho,1
2016-10-06 10:12:12,relogios_presentes,1
2016-10-06 10:13:53,beleza_saude,1
2016-10-06 10:47:15,perfumaria,2
2016-10-06 11:05:43,beleza_saude,1
2016-10-06 11:32:00,brinquedos,1
2016-10-06 12:21:47,bebes,1
2016-10-06 12:22:07,pet_shop,1
2016-10-06 12:23:07,informatica_acessorios,4
2016-10-06 12:51:54,eletronicos,1
2016-10-06 13:02:32,pet_shop,1
2016-10-06 13:07:13,telefonia,1
2016-10-06 13:16:56,fashion_bolsas_e_acessorios,1
2016-10-06 13:24:15,esporte_lazer,1
2016-10-06 13:38:39,cool_stuff,1
2016-10-06 13:39:20,perfumaria,1
2016-10-06 14:36:59,consoles_games,1
2016-10-06 14:59:56,beleza_saude,2
2016-10-06 15:14:09,esporte_lazer,1
2016-10-06 15:19:40,utilidades_domesticas,2
2016-10-06 16:13:30,perfumaria,1
2016-10-06 16:17:56,cool_stuff,1
2016-10-06 16:34:16,beleza_saude,1
2016-10-06 16:43:26,ferramentas_jardim,1
2016-10-06 17:10:05,moveis_decoracao,1
2016-10-06 17:42:49,perfumaria,1
2016-10-06 17:45:30,moveis_decoracao,1
2016-10-06 18:03:01,cool_stuff,1
2016-10-06 18:11:11,esporte_lazer,1
2016-10-06 18:50:25,fashion_bolsas_e_acessorios,2
2016-10-06 19:33:34,brinquedos,1
2016-10-06 19:38:12,fashion_bolsas_e_acessorios,1
2016-10-06 20:05:04,telefonia,1
2016-10-06 20:06:26,bebes,1
2016-10-06 20:15:20,moveis_decoracao,1
2016-10-06 22:00:27,perfumaria,1
2016-10-06 22:23:25,brinquedos,1
2016-10-06 22:34:03,telefonia_fixa,1
2016-10-06 23:21:10,esporte_lazer,1
2016-10-06 23:49:18,perfumaria,1
2016-10-07 00:54:40,perfumaria,3
2016-10-07 02:41:42,brinquedos,1
2016-10-07 08:28:29,beleza_saude,1
2016-10-07 08:28:42,ferramentas_jardim,1
2016-10-07 08:49:03,informatica_acessorios,1
2016-10-07 09:33:06,perfumaria,1
2016-10-07 09:41:02,moveis_escritorio,1
2016-10-07 10:05:16,moveis_decoracao,1
2016-10-07 10:06:58,informatica_acessorios,1
2016-10-07 10:11:42,cool_stuff,1
2016-10-07 10:18:50,automotivo,1
2016-10-07 10:28:56,brinquedos,1
2016-10-07 10:44:21,beleza_saude,1
2016-10-07 10:45:48,perfumaria,1
2016-10-07 10:46:03,informatica_acessorios,1
2016-10-07 10:52:22,brinquedos,2
2016-10-07 10:57:46,telefonia_fixa,1
2016-10-07 11:20:34,utilidades_domesticas,3
2016-10-07 11:33:35,brinquedos,1
2016-10-07 11:37:12,telefonia,1
2016-10-07 12:06:30,cool_stuff,1
2016-10-07 14:15:50,bebes,1
2016-10-07 14:40:45,beleza_saude,1
2016-10-07 14:42:07,market_place,1
2016-10-07 14:42:24,industria_comercio_e_negocios,1
2016-10-07 14:52:30,perfumaria,1
2016-10-07 15:12:40,perfumaria,1
2016-10-07 15:53:31,beleza_saude,1
2016-10-07 16:50:52,beleza_saude,1
2016-10-07 16:56:35,bebes,2
2016-10-07 17:09:56,moveis_decoracao,1
2016-10-07 17:13:42,moveis_decoracao,1
2016-10-07 17:37:49,automotivo,1
2016-10-07 18:16:31,perfumaria,1
2016-10-07 19:02:48,moveis_decoracao,1
2016-10-07 19:16:49,beleza_saude,1
2016-10-07 19:17:00,beleza_saude,1
2016-10-07 21:19:32,audio,1
2016-10-07 21:30:12,pet_shop,1
2016-10-07 21:50:26,cool_stuff,1
2016-10-07 22:35:59,esporte_lazer,1
2016-10-07 22:45:28,climatizacao,2
2016-10-07 22:46:51,informatica_acessorios,1
2016-10-07 22:51:32,moveis_decoracao,1
2016-10-07 23:18:38,moveis_decoracao,1
2016-10-08 01:28:14,relogios_presentes,1
2016-10-08 02:18:43,consoles_games,1
2016-10-08 04:01:53,fashion_bolsas_e_acessorios,1
2016-10-08 08:05:21,moveis_decoracao,3
2016-10-08 08:25:32,beleza_saude,1
2016-10-08 09:50:08,esporte_lazer,1
2016-10-08 09:55:44,perfumaria,1
2016-10-08 10:07:25,beleza_saude,1
2016-10-08 10:26:41,utilidades_domesticas,1
2016-10-08 10:31:00,moveis_escritorio,1
2016-10-08 10:55:44,moveis_decoracao,1
2016-10-08 11:33:25,moveis_decoracao,2
2016-10-08 11:47:15,informatica_acessorios,1
2016-10-08 11:50:02,perfumaria,1
2016-10-08 12:13:38,automotivo,1
2016-10-08 13:54:03,ferramentas_jardim,1
2016-10-08 14:31:26,moveis_decoracao,1
2016-10-08 14:48:08,moveis_decoracao,1
2016-10-08 15:02:10,utilidades_domesticas,1
2016-10-08 15:36:50,moveis_decoracao,2
2016-10-08 15:42:14,informatica_acessorios,1
2016-10-08 15:47:56,bebes,1
2016-10-08 16:02:07,esporte_lazer,1
2016-10-08 17:43:25,industria_comercio_e_negocios,2
2016-10-08 17:43:26,moveis_decoracao,1
2016-10-08 18:39:08,beleza_saude,1
2016-10-08 18:45:34,beleza_saude,1
2016-10-08 20:02:32,informatica_acessorios,1
2016-10-08 20:16:05,beleza_saude,1
2016-10-08 20:17:50,brinquedos,1
2016-10-08 20:28:48,informatica_acessorios,1
2016-10-08 21:04:27,beleza_saude,1
2016-10-08 21:37:30,moveis_decoracao,1
2016-10-08 21:58:32,fraldas_higiene,1
2016-10-08 22:06:28,relogios_presentes,1
2016-10-08 22:11:57,bebes,1
2016-10-08 22:34:11,perfumaria,1
2016-10-08 22:41:36,moveis_decoracao,1
2016-10-08 23:46:06,perfumaria,1
2016-10-09 00:56:52,beleza_saude,1
2016-10-09 00:56:52,perfumaria,1
2016-10-09 10:34:58,livros_interesse_geral,1
2016-10-09 11:23:21,automotivo,2
2016-10-09 11:33:12,informatica_acessorios,1
2016-10-09 11:43:43,esporte_lazer,1
2016-10-09 12:13:58,moveis_decoracao,1
2016-10-09 12:34:53,moveis_decoracao,1
2016-10-09 12:43:21,beleza_saude,1
2016-10-09 12:46:25,beleza_saude,1
2016-10-09 13:31:57,utilidades_domesticas,1
2016-10-09 13:57:42,moveis_decoracao,1
2016-10-09 15:10:41,moveis_escritorio,1
2016-10-09 15:39:56,fashion_bolsas_e_acessorios,1
2016-10-09 22:31:44,beleza_saude,1
2016-10-09 22:34:11,brinquedos,1
2016-10-09 22:36:25,cama_mesa_banho,3
2016-10-09 22:36:25,moveis_decoracao,3
2016-10-09 22:36:44,perfumaria,1
2016-10-09 22:36:49,esporte_lazer,1
2016-10-09 22:38:35,beleza_saude,1
2016-10-09 22:38:37,beleza_saude,1
2016-10-09 22:42:35,moveis_decoracao,1
2016-10-09 22:44:21,ferramentas_jardim,1
2016-10-09 23:25:13,moveis_decoracao,2
2016-10-09 23:38:19,fashion_bolsas_e_acessorios,1
2016-10-09 23:50:37,cama_mesa_banho,1
2016-10-09 23:55:30,brinquedos,1
2016-10-10 00:01:50,brinquedos,1
2016-10-10 02:17:55,beleza_saude,1
2016-10-10 04:31:17,telefonia,1
2016-10-10 04:49:29,audio,1
2016-10-10 07:03:07,fashion_bolsas_e_acessorios,1
2016-10-10 07:53:34,utilidades_domesticas,1
2016-10-10 08:36:05,moveis_decoracao,1
2016-10-10 09:23:48,esporte_lazer,1
2016-10-10 09:57:05,market_place,1
2016-10-10 09:59:46,consoles_games,1
2016-10-10 10:20:13,pet_shop,1
2016-10-10 10:22:55,moveis_decoracao,1
2016-10-10 10:28:51,moveis_decoracao,1
2016-10-10 11:08:53,moveis_decoracao,1
2016-10-10 11:17:11,telefonia_fixa,1
2016-10-10 11:22:36,alimentos,1
2016-10-10 11:39:06,beleza_saude,2
2016-10-10 12:39:06,automotivo,1
2016-10-10 12:54:37,fashion_bolsas_e_acessorios,1
2016-10-10 12:54:46,telefonia,1
2016-10-10 13:57:41,moveis_decoracao,1
2016-10-10 14:02:01,beleza_saude,1
2016-10-10 14:20:38,consoles_games,1
2016-10-10 15:01:27,moveis_escritorio,1
2016-10-10 15:20:14,market_place,1
2016-10-10 15:23:51,esporte_lazer,1
2016-10-10 15:37:12,market_place,1
2016-10-10 15:49:59,moveis_decoracao,3
2016-10-10 15:50:01,moveis_decoracao,1
2016-10-10 16:00:30,esporte_lazer,1
2016-10-10 16:00:33,brinquedos,1
2016-10-10 16:39:37,beleza_saude,1
2016-10-10 16:55:10,consoles_games,1
2016-10-10 17:16:03,informatica_acessorios,1
2016-10-10 17:49:21,informatica_acessorios,1
2016-10-10 18:05:54,beleza_saude,1
2016-10-10 18:09:39,perfumaria,1
2016-12-23 23:16:47,fashion_bolsas_e_acessorios,1
